Time,Current Risk Score,Sliding Window Risk Score,Current Risk Color,Sliding Window Risk Color
385,0.0,0.3166666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.6352941176470588, 0.8183621683967705, 0.0, 1.0)"
386,0.0,0.31133333333333335,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.6196078431372549, 0.8105497885428681, 0.0, 1.0)"
387,0.0,0.31133333333333335,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.6196078431372549, 0.8105497885428681, 0.0, 1.0)"
388,0.0,0.31133333333333335,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.6196078431372549, 0.8105497885428681, 0.0, 1.0)"
389,0.18000000000000002,0.31133333333333335,"(0.3607843137254902, 0.6816455209534794, 0.0, 1.0)","(0.6196078431372549, 0.8105497885428681, 0.0, 1.0)"
390,0.0,0.24133333333333334,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4784313725490196, 0.740238369857747, 0.0, 1.0)"
391,0.0,0.24133333333333334,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4784313725490196, 0.740238369857747, 0.0, 1.0)"
392,0.0,0.24133333333333334,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4784313725490196, 0.740238369857747, 0.0, 1.0)"
393,0.0,0.24133333333333334,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4784313725490196, 0.740238369857747, 0.0, 1.0)"
394,0.21,0.24133333333333334,"(0.4156862745098039, 0.7089888504421376, 0.0, 1.0)","(0.4784313725490196, 0.740238369857747, 0.0, 1.0)"
395,0.0,0.30433333333333334,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.6039215686274509, 0.8027374086889658, 0.0, 1.0)"
396,0.0,0.2723333333333333,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.5411764705882353, 0.7714878892733563, 0.0, 1.0)"
397,0.0,0.2723333333333333,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.5411764705882353, 0.7714878892733563, 0.0, 1.0)"
398,0.0,0.2723333333333333,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.5411764705882353, 0.7714878892733563, 0.0, 1.0)"
399,0.0,0.2723333333333333,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.5411764705882353, 0.7714878892733563, 0.0, 1.0)"
400,0.0,0.189,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.3764705882352941, 0.6894579008073818, 0.0, 1.0)"
401,0.0,0.189,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.3764705882352941, 0.6894579008073818, 0.0, 1.0)"
402,0.0,0.189,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.3764705882352941, 0.6894579008073818, 0.0, 1.0)"
403,0.12,0.189,"(0.23529411764705882, 0.6191464821222606, 0.0, 1.0)","(0.3764705882352941, 0.6894579008073818, 0.0, 1.0)"
404,0.0,0.229,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4549019607843137, 0.7285198000768935, 0.0, 1.0)"
405,0.0,0.169,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.33725490196078434, 0.6699269511726259, 0.0, 1.0)"
406,0.0,0.169,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.33725490196078434, 0.6699269511726259, 0.0, 1.0)"
407,0.0,0.169,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.33725490196078434, 0.6699269511726259, 0.0, 1.0)"
408,0.0,0.169,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.33725490196078434, 0.6699269511726259, 0.0, 1.0)"
409,0.0,0.169,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.33725490196078434, 0.6699269511726259, 0.0, 1.0)"
410,0.0,0.169,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.33725490196078434, 0.6699269511726259, 0.0, 1.0)"
411,0.0,0.161,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.32156862745098036, 0.6621145713187235, 0.0, 1.0)"
412,0.0,0.161,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.32156862745098036, 0.6621145713187235, 0.0, 1.0)"
413,0.04000000000000001,0.133,"(0.0784313725490196, 0.5410226835832372, 0.0, 1.0)","(0.26666666666666666, 0.6347712418300654, 0.0, 1.0)"
414,0.0,0.13433333333333333,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.26666666666666666, 0.6347712418300654, 0.0, 1.0)"
415,0.0,0.13433333333333333,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.26666666666666666, 0.6347712418300654, 0.0, 1.0)"
416,0.0,0.13433333333333333,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.26666666666666666, 0.6347712418300654, 0.0, 1.0)"
417,0.0,0.13433333333333333,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.26666666666666666, 0.6347712418300654, 0.0, 1.0)"
418,0.0,0.13433333333333333,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.26666666666666666, 0.6347712418300654, 0.0, 1.0)"
419,0.0,0.13433333333333333,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.26666666666666666, 0.6347712418300654, 0.0, 1.0)"
420,0.0,0.10433333333333335,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.20392156862745098, 0.603521722414456, 0.0, 1.0)"
421,0.0,0.10433333333333335,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.20392156862745098, 0.603521722414456, 0.0, 1.0)"
422,0.0,0.10433333333333335,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.20392156862745098, 0.603521722414456, 0.0, 1.0)"
423,0.0,0.10433333333333335,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.20392156862745098, 0.603521722414456, 0.0, 1.0)"
424,0.04000000000000001,0.10433333333333335,"(0.0784313725490196, 0.5410226835832372, 0.0, 1.0)","(0.20392156862745098, 0.603521722414456, 0.0, 1.0)"
425,0.0,0.04666666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.08627450980392157, 0.5449288735101884, 0.0, 1.0)"
426,0.0,0.04666666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.08627450980392157, 0.5449288735101884, 0.0, 1.0)"
427,0.0,0.04666666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.08627450980392157, 0.5449288735101884, 0.0, 1.0)"
428,0.15,0.04666666666666667,"(0.2980392156862745, 0.65039600153787, 0.0, 1.0)","(0.08627450980392157, 0.5449288735101884, 0.0, 1.0)"
429,0.0,0.08666666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.17254901960784313, 0.5878969627066513, 0.0, 1.0)"
430,0.0,0.08666666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.17254901960784313, 0.5878969627066513, 0.0, 1.0)"
431,0.0,0.08666666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.17254901960784313, 0.5878969627066513, 0.0, 1.0)"
432,0.0,0.08666666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.17254901960784313, 0.5878969627066513, 0.0, 1.0)"
433,0.0,0.08666666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.17254901960784313, 0.5878969627066513, 0.0, 1.0)"
434,0.0,0.04666666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.08627450980392157, 0.5449288735101884, 0.0, 1.0)"
435,0.0,0.04666666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.08627450980392157, 0.5449288735101884, 0.0, 1.0)"
436,0.1,0.04666666666666667,"(0.19607843137254902, 0.5996155324875048, 0.0, 1.0)","(0.08627450980392157, 0.5449288735101884, 0.0, 1.0)"
437,0.18000000000000002,0.05,"(0.3607843137254902, 0.6816455209534794, 0.0, 1.0)","(0.09411764705882353, 0.5488350634371395, 0.0, 1.0)"
438,0.0,0.098,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.19607843137254902, 0.5996155324875048, 0.0, 1.0)"
439,0.0,0.098,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.19607843137254902, 0.5996155324875048, 0.0, 1.0)"
440,0.0,0.098,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.19607843137254902, 0.5996155324875048, 0.0, 1.0)"
441,0.0,0.098,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.19607843137254902, 0.5996155324875048, 0.0, 1.0)"
442,0.0,0.098,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.19607843137254902, 0.5996155324875048, 0.0, 1.0)"
443,0.0,0.098,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.19607843137254902, 0.5996155324875048, 0.0, 1.0)"
444,0.0,0.09666666666666668,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.18823529411764706, 0.5957093425605536, 0.0, 1.0)"
445,0.1,0.09666666666666668,"(0.19607843137254902, 0.5996155324875048, 0.0, 1.0)","(0.18823529411764706, 0.5957093425605536, 0.0, 1.0)"
446,0.0,0.11666666666666668,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.22745098039215686, 0.6152402921953095, 0.0, 1.0)"
447,0.0,0.11666666666666668,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.22745098039215686, 0.6152402921953095, 0.0, 1.0)"
448,0.0,0.11666666666666668,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.22745098039215686, 0.6152402921953095, 0.0, 1.0)"
449,0.0,0.11666666666666668,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.22745098039215686, 0.6152402921953095, 0.0, 1.0)"
450,0.0,0.11666666666666668,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.22745098039215686, 0.6152402921953095, 0.0, 1.0)"
451,0.5,0.11666666666666668,"(1.0, 0.996078431372549, 0.0, 1.0)","(0.22745098039215686, 0.6152402921953095, 0.0, 1.0)"
452,0.0,0.2,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4, 0.7011764705882353, 0.0, 1.0)"
453,0.0,0.2,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4, 0.7011764705882353, 0.0, 1.0)"
454,0.0,0.2,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4, 0.7011764705882353, 0.0, 1.0)"
455,0.0,0.19466666666666665,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.38431372549019605, 0.6933640907343329, 0.0, 1.0)"
456,0.18,0.19466666666666665,"(0.3607843137254902, 0.6816455209534794, 0.0, 1.0)","(0.38431372549019605, 0.6933640907343329, 0.0, 1.0)"
457,0.0,0.21866666666666665,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.43137254901960786, 0.71680123029604, 0.0, 1.0)"
458,0.0,0.21866666666666665,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.43137254901960786, 0.71680123029604, 0.0, 1.0)"
459,0.0,0.17866666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.3529411764705882, 0.6777393310265283, 0.0, 1.0)"
460,0.21,0.17866666666666667,"(0.4156862745098039, 0.7089888504421376, 0.0, 1.0)","(0.3529411764705882, 0.6777393310265283, 0.0, 1.0)"
461,0.0,0.19966666666666666,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4, 0.7011764705882353, 0.0, 1.0)"
462,0.0,0.19966666666666666,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4, 0.7011764705882353, 0.0, 1.0)"
463,0.18000000000000002,0.19966666666666666,"(0.3607843137254902, 0.6816455209534794, 0.0, 1.0)","(0.4, 0.7011764705882353, 0.0, 1.0)"
464,0.0,0.24166666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4784313725490196, 0.740238369857747, 0.0, 1.0)"
465,0.0,0.24166666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4784313725490196, 0.740238369857747, 0.0, 1.0)"
466,0.0,0.24166666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4784313725490196, 0.740238369857747, 0.0, 1.0)"
467,0.0,0.2383333333333333,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4784313725490196, 0.740238369857747, 0.0, 1.0)"
468,0.0,0.19033333333333333,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.3764705882352941, 0.6894579008073818, 0.0, 1.0)"
469,0.0,0.19033333333333333,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.3764705882352941, 0.6894579008073818, 0.0, 1.0)"
470,0.04000000000000001,0.19033333333333333,"(0.0784313725490196, 0.5410226835832372, 0.0, 1.0)","(0.3764705882352941, 0.6894579008073818, 0.0, 1.0)"
471,0.0,0.193,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.38431372549019605, 0.6933640907343329, 0.0, 1.0)"
472,0.27,0.193,"(0.5411764705882353, 0.7714878892733563, 0.0, 1.0)","(0.38431372549019605, 0.6933640907343329, 0.0, 1.0)"
473,0.1,0.202,"(0.19607843137254902, 0.5996155324875048, 0.0, 1.0)","(0.4, 0.7011764705882353, 0.0, 1.0)"
474,0.0,0.21866666666666668,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.43137254901960786, 0.71680123029604, 0.0, 1.0)"
475,0.0,0.21866666666666668,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.43137254901960786, 0.71680123029604, 0.0, 1.0)"
476,0.0,0.19866666666666669,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.39215686274509803, 0.697270280661284, 0.0, 1.0)"
477,0.0,0.19866666666666669,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.39215686274509803, 0.697270280661284, 0.0, 1.0)"
478,0.1,0.19866666666666669,"(0.19607843137254902, 0.5996155324875048, 0.0, 1.0)","(0.39215686274509803, 0.697270280661284, 0.0, 1.0)"
479,0.0,0.22866666666666668,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4549019607843137, 0.7285198000768935, 0.0, 1.0)"
480,0.0,0.22866666666666668,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4549019607843137, 0.7285198000768935, 0.0, 1.0)"
481,0.0,0.22866666666666668,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4549019607843137, 0.7285198000768935, 0.0, 1.0)"
482,0.0,0.14533333333333331,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.2901960784313725, 0.6464898116109189, 0.0, 1.0)"
483,0.0,0.14533333333333331,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.2901960784313725, 0.6464898116109189, 0.0, 1.0)"
484,0.0,0.14533333333333331,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.2901960784313725, 0.6464898116109189, 0.0, 1.0)"
485,0.0,0.14533333333333331,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.2901960784313725, 0.6464898116109189, 0.0, 1.0)"
486,0.0,0.14533333333333331,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.2901960784313725, 0.6464898116109189, 0.0, 1.0)"
487,0.5,0.12133333333333332,"(1.0, 0.996078431372549, 0.0, 1.0)","(0.24313725490196078, 0.6230526720492118, 0.0, 1.0)"
488,0.0,0.17133333333333334,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.33725490196078434, 0.6699269511726259, 0.0, 1.0)"
489,0.0,0.17133333333333334,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.33725490196078434, 0.6699269511726259, 0.0, 1.0)"
490,0.04000000000000001,0.17133333333333334,"(0.0784313725490196, 0.5410226835832372, 0.0, 1.0)","(0.33725490196078434, 0.6699269511726259, 0.0, 1.0)"
491,0.0,0.16366666666666665,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.32156862745098036, 0.6621145713187235, 0.0, 1.0)"
492,0.0,0.16366666666666665,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.32156862745098036, 0.6621145713187235, 0.0, 1.0)"
493,0.0,0.16366666666666665,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.32156862745098036, 0.6621145713187235, 0.0, 1.0)"
494,0.0,0.12166666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.24313725490196078, 0.6230526720492118, 0.0, 1.0)"
495,0.0,0.12166666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.24313725490196078, 0.6230526720492118, 0.0, 1.0)"
496,0.0,0.12166666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.24313725490196078, 0.6230526720492118, 0.0, 1.0)"
497,0.0,0.12166666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.24313725490196078, 0.6230526720492118, 0.0, 1.0)"
498,0.0,0.12166666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.24313725490196078, 0.6230526720492118, 0.0, 1.0)"
499,0.0,0.12166666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.24313725490196078, 0.6230526720492118, 0.0, 1.0)"
500,0.5,0.12166666666666667,"(1.0, 0.996078431372549, 0.0, 1.0)","(0.24313725490196078, 0.6230526720492118, 0.0, 1.0)"
501,0.0,0.2356666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.47058823529411764, 0.7363321799307958, 0.0, 1.0)"
502,0.0,0.2356666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.47058823529411764, 0.7363321799307958, 0.0, 1.0)"
503,0.0,0.22666666666666668,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4549019607843137, 0.7285198000768935, 0.0, 1.0)"
504,0.0,0.21000000000000002,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4156862745098039, 0.7089888504421376, 0.0, 1.0)"
505,0.0,0.21000000000000002,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4156862745098039, 0.7089888504421376, 0.0, 1.0)"
506,0.0,0.21000000000000002,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4156862745098039, 0.7089888504421376, 0.0, 1.0)"
507,0.13999999999999999,0.21000000000000002,"(0.27450980392156865, 0.6386774317570165, 0.0, 1.0)","(0.4156862745098039, 0.7089888504421376, 0.0, 1.0)"
508,0.12,0.2146666666666667,"(0.23529411764705882, 0.6191464821222606, 0.0, 1.0)","(0.4235294117647059, 0.7128950403690888, 0.0, 1.0)"
509,0.0,0.19266666666666668,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.38431372549019605, 0.6933640907343329, 0.0, 1.0)"
510,0.0,0.19266666666666668,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.38431372549019605, 0.6933640907343329, 0.0, 1.0)"
511,0.0,0.19266666666666668,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.38431372549019605, 0.6933640907343329, 0.0, 1.0)"
512,0.0,0.19266666666666668,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.38431372549019605, 0.6933640907343329, 0.0, 1.0)"
513,0.0,0.19266666666666668,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.38431372549019605, 0.6933640907343329, 0.0, 1.0)"
514,0.5,0.19266666666666668,"(1.0, 0.996078431372549, 0.0, 1.0)","(0.38431372549019605, 0.6933640907343329, 0.0, 1.0)"
515,0.0,0.2426666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.48627450980392156, 0.7441445597846982, 0.0, 1.0)"
516,0.0,0.2426666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.48627450980392156, 0.7441445597846982, 0.0, 1.0)"
517,0.21,0.2426666666666667,"(0.4156862745098039, 0.7089888504421376, 0.0, 1.0)","(0.48627450980392156, 0.7441445597846982, 0.0, 1.0)"
518,0.0,0.2626666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.5254901960784314, 0.7636755094194541, 0.0, 1.0)"
519,0.0,0.2626666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.5254901960784314, 0.7636755094194541, 0.0, 1.0)"
520,0.0,0.2626666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.5254901960784314, 0.7636755094194541, 0.0, 1.0)"
521,0.0,0.24933333333333335,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.49411764705882355, 0.7480507497116493, 0.0, 1.0)"
522,0.0,0.24933333333333335,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.49411764705882355, 0.7480507497116493, 0.0, 1.0)"
523,0.0,0.24933333333333335,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.49411764705882355, 0.7480507497116493, 0.0, 1.0)"
524,0.0,0.24933333333333335,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.49411764705882355, 0.7480507497116493, 0.0, 1.0)"
525,0.0,0.24933333333333335,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.49411764705882355, 0.7480507497116493, 0.0, 1.0)"
526,0.0,0.24933333333333335,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.49411764705882355, 0.7480507497116493, 0.0, 1.0)"
527,0.1,0.24933333333333335,"(0.19607843137254902, 0.5996155324875048, 0.0, 1.0)","(0.49411764705882355, 0.7480507497116493, 0.0, 1.0)"
528,0.0,0.27266666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.5411764705882353, 0.7714878892733563, 0.0, 1.0)"
529,0.0,0.27266666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.5411764705882353, 0.7714878892733563, 0.0, 1.0)"
530,0.0,0.27266666666666667,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.5411764705882353, 0.7714878892733563, 0.0, 1.0)"
531,0.0,0.156,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.3058823529411765, 0.6543021914648213, 0.0, 1.0)"
532,0.0,0.156,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.3058823529411765, 0.6543021914648213, 0.0, 1.0)"
533,0.0,0.156,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.3058823529411765, 0.6543021914648213, 0.0, 1.0)"
534,0.0,0.156,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.3058823529411765, 0.6543021914648213, 0.0, 1.0)"
535,0.0,0.156,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.3058823529411765, 0.6543021914648213, 0.0, 1.0)"
536,0.0,0.156,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.3058823529411765, 0.6543021914648213, 0.0, 1.0)"
537,0.0,0.156,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.3058823529411765, 0.6543021914648213, 0.0, 1.0)"
538,0.0,0.15133333333333335,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.2980392156862745, 0.65039600153787, 0.0, 1.0)"
539,0.0,0.14333333333333334,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.2823529411764706, 0.6425836216839678, 0.0, 1.0)"
540,0.0,0.14333333333333334,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.2823529411764706, 0.6425836216839678, 0.0, 1.0)"
541,0.3,0.14333333333333334,"(0.596078431372549, 0.7988312187620146, 0.0, 1.0)","(0.2823529411764706, 0.6425836216839678, 0.0, 1.0)"
542,0.0,0.20333333333333334,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.40784313725490196, 0.7050826605151864, 0.0, 1.0)"
543,0.0,0.20333333333333334,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.40784313725490196, 0.7050826605151864, 0.0, 1.0)"
544,0.0,0.20333333333333334,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.40784313725490196, 0.7050826605151864, 0.0, 1.0)"
545,0.0,0.15333333333333332,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.3058823529411765, 0.6543021914648213, 0.0, 1.0)"
546,0.0,0.15333333333333332,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.3058823529411765, 0.6543021914648213, 0.0, 1.0)"
547,0.18000000000000002,0.15333333333333332,"(0.3607843137254902, 0.6816455209534794, 0.0, 1.0)","(0.3058823529411765, 0.6543021914648213, 0.0, 1.0)"
548,0.0,0.10133333333333333,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.19607843137254902, 0.5996155324875048, 0.0, 1.0)"
549,0.0,0.10133333333333333,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.19607843137254902, 0.5996155324875048, 0.0, 1.0)"
550,0.3,0.10133333333333333,"(0.596078431372549, 0.7988312187620146, 0.0, 1.0)","(0.19607843137254902, 0.5996155324875048, 0.0, 1.0)"
551,0.0,0.19133333333333333,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.3764705882352941, 0.6894579008073818, 0.0, 1.0)"
552,0.0,0.19133333333333333,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.3764705882352941, 0.6894579008073818, 0.0, 1.0)"
553,0.0,0.19133333333333333,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.3764705882352941, 0.6894579008073818, 0.0, 1.0)"
554,0.0,0.19133333333333333,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.3764705882352941, 0.6894579008073818, 0.0, 1.0)"
555,0.0,0.19133333333333333,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.3764705882352941, 0.6894579008073818, 0.0, 1.0)"
556,0.0,0.19133333333333333,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.3764705882352941, 0.6894579008073818, 0.0, 1.0)"
557,0.0,0.19133333333333333,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.3764705882352941, 0.6894579008073818, 0.0, 1.0)"
558,0.0,0.16799999999999998,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.33725490196078434, 0.6699269511726259, 0.0, 1.0)"
559,0.3,0.16799999999999998,"(0.596078431372549, 0.7988312187620146, 0.0, 1.0)","(0.33725490196078434, 0.6699269511726259, 0.0, 1.0)"
560,0.0,0.238,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.47058823529411764, 0.7363321799307958, 0.0, 1.0)"
561,0.0,0.238,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.47058823529411764, 0.7363321799307958, 0.0, 1.0)"
562,0.0,0.238,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.47058823529411764, 0.7363321799307958, 0.0, 1.0)"
563,0.0,0.238,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.47058823529411764, 0.7363321799307958, 0.0, 1.0)"
564,0.0,0.238,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.47058823529411764, 0.7363321799307958, 0.0, 1.0)"
565,0.0,0.238,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.47058823529411764, 0.7363321799307958, 0.0, 1.0)"
566,0.5,0.238,"(1.0, 0.996078431372549, 0.0, 1.0)","(0.47058823529411764, 0.7363321799307958, 0.0, 1.0)"
567,0.0,0.288,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.5725490196078431, 0.7871126489811611, 0.0, 1.0)"
568,0.0,0.288,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.5725490196078431, 0.7871126489811611, 0.0, 1.0)"
569,0.04000000000000001,0.288,"(0.0784313725490196, 0.5410226835832372, 0.0, 1.0)","(0.5725490196078431, 0.7871126489811611, 0.0, 1.0)"
570,0.0,0.3013333333333333,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.6039215686274509, 0.8027374086889658, 0.0, 1.0)"
571,0.0,0.3013333333333333,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.6039215686274509, 0.8027374086889658, 0.0, 1.0)"
572,0.0,0.24133333333333332,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4784313725490196, 0.740238369857747, 0.0, 1.0)"
573,0.0,0.24133333333333332,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4784313725490196, 0.740238369857747, 0.0, 1.0)"
574,0.0,0.24133333333333332,"(0.0, 0.5019607843137255, 0.0, 1.0)","(0.4784313725490196, 0.740238369857747, 0.0, 1.0)"
